GeneID,CTRL1,CTRL2,SAMPLE1,SAMPLE2
ENSG00000119720,651,668,627,704
ENSG00000258394,1,0,0,0
ENSG00000258424,49,17,22,32
ENSG00000205476,1518,1689,437,1407
ENSG00000248550,9,0,2,38
ENSG00000080823,693,583,399,535
ENSG00000213231,0,0,0,0
ENSG00000196663,1165,1047,1679,1568
ENSG00000258390,0,2,2,3
ENSG00000100764,759,674,611,755
ENSG00000258380,0,0,0,2
ENSG00000258497,0,0,0,0
ENSG00000125384,1,2,72,36
ENSG00000237356,24,17,16,22
ENSG00000286582,0,0,0,1
ENSG00000259036,0,0,0,0
ENSG00000259028,0,0,0,0
ENSG00000258912,0,0,0,0
ENSG00000257976,0,0,1,0
ENSG00000259164,0,0,0,0
ENSG00000258923,0,0,0,0
ENSG00000287501,0,0,0,0
ENSG00000260810,1,1,4,2
ENSG00000270038,0,0,0,0
ENSG00000258572,1,0,0,2
ENSG00000259050,0,0,2,0
ENSG00000259039,6,6,1,5
ENSG00000259084,0,0,0,0
ENSG00000271712,0,0,0,0
ENSG00000287437,4,5,11,2
ENSG00000259053,0,0,0,0
ENSG00000258811,7,8,12,9
ENSG00000240051,1,0,0,2
ENSG00000066739,1638,1873,1705,2228
ENSG00000283948,0,0,0,0
ENSG00000211949,0,0,0,0
ENSG00000100784,254,380,194,259
ENSG00000254045,0,0,0,0
ENSG00000258446,0,1,0,1
ENSG00000211956,0,0,0,0
ENSG00000258770,0,0,0,2
ENSG00000258698,0,0,0,0
ENSG00000258927,0,0,0,0
ENSG00000182512,830,723,623,863
ENSG00000140057,131,67,17,59
ENSG00000233208,3,1,0,1
ENSG00000088808,339,422,2040,694
ENSG00000254174,0,0,0,0
ENSG00000066455,881,872,1874,1412
ENSG00000070269,704,529,687,800
ENSG00000258994,0,0,0,0
ENSG00000054983,1040,1159,1750,1809
ENSG00000253491,0,0,0,0
ENSG00000253458,0,0,0,0
ENSG00000259789,0,0,0,0
ENSG00000100739,0,5,28,10
ENSG00000253755,0,1,0,0
ENSG00000211958,0,0,0,0
ENSG00000253957,0,0,0,0
ENSG00000258379,0,0,0,0
ENSG00000258593,0,2,3,0
ENSG00000170779,431,292,388,437
ENSG00000253359,0,0,0,0
ENSG00000258807,0,0,0,0
ENSG00000211952,0,0,0,0
ENSG00000253325,0,0,0,0
ENSG00000254215,0,0,0,0
ENSG00000211947,0,0,0,0
ENSG00000253482,0,0,0,0
ENSG00000282639,0,0,0,0
ENSG00000258793,0,0,0,2
ENSG00000283607,0,0,0,0
ENSG00000254046,0,0,0,0
ENSG00000259059,0,0,0,0
ENSG00000211957,0,0,0,0
ENSG00000259096,3,0,1,1
ENSG00000211943,0,0,0,0
ENSG00000213140,0,0,0,0
ENSG00000254326,0,0,0,0
ENSG00000259163,4,3,3,3
ENSG00000253240,0,0,0,0
ENSG00000259067,1,0,8,0
ENSG00000253441,0,0,0,0
ENSG00000100600,1295,601,954,1458
ENSG00000258735,2,1,6,2
ENSG00000090061,254,219,288,239
ENSG00000140104,499,340,326,546
ENSG00000183576,1005,1043,1343,1368
ENSG00000253709,0,0,0,0
ENSG00000258437,0,0,0,0
ENSG00000211946,0,0,0,0
ENSG00000258784,0,0,0,0
ENSG00000258678,0,0,0,0
ENSG00000258534,0,0,2,0
ENSG00000253440,0,0,0,0
ENSG00000258544,0,0,0,0
ENSG00000185567,678,449,390,749
ENSG00000100865,417,371,313,415
ENSG00000253367,0,0,0,0
ENSG00000211950,0,0,0,0
ENSG00000211955,0,0,0,0
ENSG00000165914,679,790,546,828
ENSG00000253989,0,0,0,0
ENSG00000258385,0,0,0,1
ENSG00000177350,2,0,3,1
ENSG00000270550,0,0,0,0
ENSG00000258598,2,6,1,8
ENSG00000258802,0,0,0,0
ENSG00000119714,52,76,23,46
ENSG00000258716,0,0,0,0
ENSG00000258699,2,3,0,4
ENSG00000211895,1,0,0,2
ENSG00000258423,0,0,0,0
ENSG00000273894,0,0,0,0
ENSG00000282651,0,0,0,0
ENSG00000258691,0,0,0,0
ENSG00000258869,0,0,0,0
ENSG00000152315,30,16,5,19
ENSG00000254289,0,0,0,0
ENSG00000254203,0,0,0,0
ENSG00000258776,10,3,4,40
ENSG00000211951,0,0,0,0
ENSG00000279972,6,2,6,4
ENSG00000042088,776,905,531,771
ENSG00000253412,0,0,0,0
ENSG00000211945,0,0,0,0
ENSG00000238275,0,0,0,0
ENSG00000258081,1,0,0,2
ENSG00000253883,0,0,0,0
ENSG00000286607,1,0,0,0
ENSG00000231475,0,0,0,0
ENSG00000165496,0,1,4,1
ENSG00000276210,0,0,0,0
ENSG00000131966,1533,1452,1611,1962
ENSG00000258412,0,0,0,2
ENSG00000270474,0,0,0,0
ENSG00000100744,615,776,416,625
ENSG00000253692,0,0,0,0
ENSG00000259073,0,0,0,1
ENSG00000211942,0,0,0,0
ENSG00000271201,0,0,0,0
ENSG00000253587,0,0,0,0
ENSG00000258718,0,0,0,0
ENSG00000253345,0,0,0,0
ENSG00000253462,0,0,0,0
ENSG00000287346,1,1,7,1
ENSG00000126777,4401,3045,3020,4211
ENSG00000211944,0,0,0,0
ENSG00000285518,1,0,5,3
ENSG00000140025,127,101,122,103
ENSG00000288459,0,0,3,0
ENSG00000100599,103,57,665,252
ENSG00000211941,0,0,0,0
ENSG00000253149,0,0,0,0
ENSG00000211843,0,0,0,0
ENSG00000258981,0,0,0,0
ENSG00000100522,272,211,347,367
ENSG00000258440,0,0,0,0
ENSG00000285664,7,8,3,9
ENSG00000283274,0,0,0,0
ENSG00000206906,0,0,0,0
ENSG00000206596,0,0,0,0
ENSG00000278746,0,1,0,0
ENSG00000202337,12,13,4,11
ENSG00000212270,1,0,0,0
ENSG00000223087,0,0,0,0
ENSG00000263945,0,0,0,0
ENSG00000251858,1,0,1,3
ENSG00000207412,0,0,0,1
ENSG00000265165,0,0,0,0
ENSG00000264657,0,0,0,1
ENSG00000253003,0,0,0,0
ENSG00000251735,0,0,0,0
ENSG00000251756,0,0,0,0
ENSG00000201654,0,0,0,1
ENSG00000207004,1,0,0,0
ENSG00000275978,0,0,0,0
ENSG00000266431,0,0,0,0
ENSG00000201376,1,1,2,4
ENSG00000201820,6,4,7,2
ENSG00000266740,0,0,0,0
ENSG00000243700,0,0,0,0
ENSG00000252837,0,0,0,0
ENSG00000263629,0,0,0,0
ENSG00000222985,0,0,0,0
ENSG00000207366,0,0,0,0
ENSG00000207444,0,0,0,0
ENSG00000242330,0,0,0,0
ENSG00000206588,0,0,0,0
ENSG00000199739,0,0,0,0
ENSG00000276782,0,0,0,0
ENSG00000200860,0,0,0,0
ENSG00000201351,0,0,0,0
ENSG00000283519,0,0,0,0
ENSG00000207781,0,0,0,0
ENSG00000251895,0,0,0,0
ENSG00000238561,0,0,0,0
ENSG00000283944,0,0,0,0
ENSG00000252644,0,1,0,0
ENSG00000221102,0,0,0,0
ENSG00000201027,0,0,0,0
ENSG00000252655,0,0,0,0
ENSG00000200312,3,6,0,1
ENSG00000252481,0,0,0,0
ENSG00000200298,0,0,0,0
ENSG00000241757,0,0,0,0
ENSG00000222761,0,0,0,0
ENSG00000222276,0,6,2,2
ENSG00000272439,0,1,0,0
ENSG00000252369,0,0,0,0
ENSG00000275033,0,0,0,0
ENSG00000277468,0,0,0,0
ENSG00000211845,0,0,0,0
ENSG00000211846,0,0,0,0
ENSG00000211847,0,0,0,0
ENSG00000211848,0,0,0,0
ENSG00000211849,0,0,0,0
ENSG00000211850,0,0,0,0
ENSG00000278661,0,0,0,0
ENSG00000276699,0,0,0,0
ENSG00000211854,1,0,0,0
ENSG00000211855,0,0,0,0
ENSG00000211856,0,0,0,0
ENSG00000211857,0,0,0,0
ENSG00000211858,0,0,0,0
ENSG00000211859,0,0,0,0
ENSG00000211860,0,0,0,0
ENSG00000211861,0,0,0,0
ENSG00000211862,0,0,0,0
ENSG00000211863,0,0,0,0
ENSG00000211864,0,0,0,0
ENSG00000211865,0,0,0,0
ENSG00000211866,0,0,0,0
ENSG00000211867,0,0,0,0
ENSG00000211868,0,0,0,0
ENSG00000211869,0,0,0,0
ENSG00000211870,0,0,0,1
ENSG00000211871,0,0,0,0
ENSG00000211872,0,0,0,0
ENSG00000211873,0,0,0,0
ENSG00000211875,0,0,0,0
ENSG00000211876,0,0,0,0
ENSG00000211877,0,0,0,0
ENSG00000211878,0,0,0,0
ENSG00000211879,0,0,0,0
ENSG00000211880,0,0,0,0
ENSG00000211881,0,0,0,0
ENSG00000211882,0,0,0,0
ENSG00000211883,0,0,0,0
ENSG00000211884,0,0,0,0
ENSG00000211885,0,0,0,0
ENSG00000211886,0,0,0,0
ENSG00000211887,0,0,0,0
ENSG00000211888,0,0,0,0
ENSG00000277734,9,12,1,10
ENSG00000259054,0,0,0,0
ENSG00000129562,1377,1098,1713,1777
ENSG00000275552,5,5,9,4
ENSG00000242061,0,0,0,4
ENSG00000258458,7,7,7,6
ENSG00000235213,0,0,0,0
ENSG00000258823,0,2,0,1
ENSG00000212302,0,0,0,1
ENSG00000155463,1610,1560,2467,2073
ENSG00000199716,0,1,0,0
ENSG00000197324,2537,1051,4402,2708
ENSG00000139890,493,713,221,589
ENSG00000100461,2205,1764,1729,2003
ENSG00000237054,8,4,8,3
ENSG00000100462,742,705,694,785
ENSG00000259132,0,0,0,0
ENSG00000129474,950,623,1038,1292
ENSG00000258457,19,16,34,36
ENSG00000100802,202,165,209,201
ENSG00000280129,12,14,14,23
ENSG00000100804,1676,1721,2291,2200
ENSG00000279656,66,3,43,63
ENSG00000222028,0,0,0,3
ENSG00000179933,678,563,916,807
ENSG00000283654,3,1,5,1
ENSG00000240131,0,0,0,0
ENSG00000235194,336,467,319,468
ENSG00000100842,2536,2475,1887,2534
ENSG00000259018,0,0,0,0
ENSG00000166091,1,2,3,2
ENSG00000092054,158,105,11,176
ENSG00000258444,0,0,0,0
ENSG00000157306,32,21,31,32
ENSG00000273618,10,7,2,11
ENSG00000259431,104,73,84,99
ENSG00000213983,564,509,1496,540
ENSG00000258727,3,4,18,3
ENSG00000274002,0,2,4,3
ENSG00000258464,0,0,0,0
ENSG00000259043,0,0,1,0
ENSG00000270618,0,0,0,0
ENSG00000222931,0,0,0,0
ENSG00000258887,0,0,0,0
ENSG00000285727,0,1,1,1
ENSG00000259334,0,0,1,0
ENSG00000157326,45,46,113,79
ENSG00000211851,0,0,0,0
ENSG00000212335,0,0,0,0
ENSG00000100721,0,0,0,0
ENSG00000257275,0,0,0,0
ENSG00000258516,0,0,0,0
ENSG00000271358,0,0,0,0
ENSG00000258742,0,0,0,0
ENSG00000258499,0,0,0,0
ENSG00000100604,684,532,31,737
ENSG00000100605,945,649,321,892
ENSG00000258730,3,1,1,2
ENSG00000258595,0,0,0,0
ENSG00000165943,1251,1322,813,1510
ENSG00000153485,185,188,96,175
ENSG00000259066,5,6,3,7
ENSG00000170270,223,161,153,207
ENSG00000012963,1219,962,764,996
ENSG00000240096,8,5,2,5
ENSG00000241499,0,0,0,0
ENSG00000258668,0,0,0,0
ENSG00000100601,289,295,269,284
ENSG00000239272,9,3,9,3
ENSG00000258917,1,5,3,1
ENSG00000119705,430,410,369,517
ENSG00000063761,248,288,323,323
ENSG00000199440,0,0,0,0
ENSG00000258795,0,0,0,0
ENSG00000176605,0,0,0,0
ENSG00000237342,0,0,0,0
ENSG00000278990,0,0,0,0
ENSG00000259119,0,0,0,0
ENSG00000259113,4,1,4,5
ENSG00000201573,1,3,3,1
ENSG00000273675,0,2,0,0
ENSG00000258577,0,0,0,0
ENSG00000151748,380,367,570,477
ENSG00000243103,0,1,0,2
ENSG00000269906,12,2,13,11
ENSG00000258491,0,0,0,0
ENSG00000270062,10,16,2,11
ENSG00000258843,0,0,0,0
ENSG00000285747,4,4,1,2
ENSG00000252945,0,0,0,0
ENSG00000258687,0,0,0,0
ENSG00000100504,494,162,853,272
ENSG00000131969,11,4,25,4
ENSG00000258745,0,0,1,0
ENSG00000258711,1,0,9,4
ENSG00000258587,0,0,0,0
ENSG00000119689,2235,1967,1992,2419
ENSG00000198208,886,1280,24,1031
ENSG00000119630,60,38,159,221
ENSG00000119718,477,454,445,541
ENSG00000258646,7,7,3,4
ENSG00000279594,14,7,5,8
ENSG00000119684,863,681,788,784
ENSG00000206924,0,2,3,0
ENSG00000119640,358,364,126,283
ENSG00000119703,86,68,20,59
ENSG00000258978,1,0,0,0
ENSG00000259138,1,3,3,6
ENSG00000170348,5052,3471,8511,6976
ENSG00000252013,0,0,0,0
ENSG00000287668,0,0,0,0
ENSG00000100665,0,0,0,0
ENSG00000188488,5,1,92,18
ENSG00000273259,0,0,1,0
ENSG00000288028,0,0,0,0
ENSG00000196136,0,0,11,1
ENSG00000259140,0,0,0,0
ENSG00000239269,1,0,1,0
ENSG00000285205,2,2,76,9
ENSG00000240914,1,3,7,3
ENSG00000274379,0,0,0,0
ENSG00000258805,0,0,0,0
ENSG00000100528,1493,1478,2231,2142
ENSG00000258753,1,1,0,0
ENSG00000197045,2896,2893,2691,3580
ENSG00000020577,377,166,1587,985
ENSG00000252019,0,0,0,0
ENSG00000265432,0,0,0,0
ENSG00000258872,0,0,0,0
ENSG00000198554,929,578,443,603
ENSG00000233924,0,0,1,2
ENSG00000187105,52,42,58,47
ENSG00000139926,523,441,4623,1458
ENSG00000156411,1028,1089,1400,1001
ENSG00000100867,19,11,19,43
ENSG00000119655,980,530,1500,1029
ENSG00000100603,1126,1312,1188,1352
ENSG00000179454,1128,1325,768,1170
ENSG00000166428,3,2,22,13
ENSG00000258899,0,0,0,0
ENSG00000176246,0,0,0,0
ENSG00000252999,0,0,0,0
ENSG00000258641,0,0,0,0
ENSG00000259074,0,0,0,0
ENSG00000259095,0,0,0,0
ENSG00000258468,0,0,0,0
ENSG00000284742,0,0,0,0
ENSG00000176219,0,0,0,0
ENSG00000258806,2,0,9,4
ENSG00000136319,749,636,425,690
ENSG00000258768,48,42,57,47
ENSG00000258459,0,0,0,0
ENSG00000100814,1159,1668,1073,1328
ENSG00000287735,10,5,21,15
ENSG00000222489,8,2,11,5
ENSG00000238344,0,0,0,0
ENSG00000259001,0,0,1,0
ENSG00000277209,0,0,0,0
ENSG00000254846,2,0,1,1
ENSG00000129566,780,610,1479,803
ENSG00000200225,0,0,0,0
ENSG00000185271,9,3,6,2
ENSG00000092094,1115,867,1249,1180
ENSG00000258515,55,42,63,73
ENSG00000100823,2892,3428,2817,3549
ENSG00000258908,0,0,0,0
ENSG00000258456,0,0,0,0
ENSG00000258863,0,0,0,0
ENSG00000188655,0,0,0,0
ENSG00000259060,0,0,0,0
ENSG00000258573,0,0,0,0
ENSG00000239327,0,0,0,0
ENSG00000181803,0,0,0,0
ENSG00000199461,0,0,0,0
ENSG00000258818,0,1,11,0
ENSG00000259171,0,0,0,0
ENSG00000258451,0,0,1,1
ENSG00000259144,0,0,0,0
ENSG00000258963,0,0,0,0
ENSG00000181562,0,0,0,0
ENSG00000181552,0,0,0,0
ENSG00000169413,0,0,3,1
ENSG00000258810,0,0,2,0
ENSG00000129538,0,0,45,0
ENSG00000259130,1,2,0,0
ENSG00000258642,0,1,0,0
ENSG00000258918,1,3,0,0
ENSG00000258772,0,0,0,0
ENSG00000169385,3,0,0,2
ENSG00000243817,1,0,0,0
ENSG00000258599,1,0,0,0
ENSG00000258471,4,8,9,3
ENSG00000165794,3,2,0,3
ENSG00000284122,0,0,0,0
ENSG00000179636,1,1,3,0
ENSG00000258604,1,0,0,2
ENSG00000255472,0,0,0,0
ENSG00000206150,0,0,0,0
ENSG00000165799,0,0,0,0
ENSG00000173431,0,0,0,0
ENSG00000165801,3856,3418,10928,5708
ENSG00000165804,1975,2114,1097,1609
ENSG00000178107,0,2,0,3
ENSG00000258722,0,1,0,0
ENSG00000200102,0,0,0,0
ENSG00000169327,1,0,0,1
ENSG00000259102,0,0,2,1
ENSG00000258906,0,0,0,0
ENSG00000258441,2033,2240,1230,2293
ENSG00000092201,6182,5116,4770,5377
ENSG00000199436,6,5,0,3
ENSG00000214274,18,9,30,14
ENSG00000259428,0,0,0,0
ENSG00000243904,0,0,0,0
ENSG00000244691,5,1,1,2
ENSG00000260285,125,90,80,108
ENSG00000166166,264,161,200,270
ENSG00000252469,0,0,0,0
ENSG00000258851,3,2,2,0
ENSG00000256500,0,0,0,0
ENSG00000201184,0,0,0,0
ENSG00000246451,519,595,253,556
ENSG00000270108,45,31,67,45
ENSG00000269910,5,8,3,4
ENSG00000269940,16,16,17,12
ENSG00000269958,196,167,212,130
ENSG00000126215,477,323,445,353
ENSG00000253096,0,0,0,0
ENSG00000270591,1,2,4,0
ENSG00000202275,0,0,0,0
ENSG00000258175,1,0,0,1
ENSG00000257662,2,0,0,0
ENSG00000258282,0,2,1,2
ENSG00000257126,11,2,1,2
ENSG00000257056,9,1,0,2
ENSG00000257748,1,0,0,0
ENSG00000258065,0,0,0,0
ENSG00000207164,0,0,0,0
ENSG00000259103,2,0,6,2
ENSG00000242488,1,1,0,0
ENSG00000119699,613,708,9590,3535
ENSG00000258876,3,4,29,12
ENSG00000258578,0,0,0,0
ENSG00000213176,0,0,1,0
ENSG00000283071,0,0,0,0
ENSG00000288610,0,0,0,0
ENSG00000259717,0,0,3,6
ENSG00000185215,258,414,1229,267
ENSG00000259374,0,0,4,4
ENSG00000259535,0,0,0,0
ENSG00000259525,0,0,0,0
ENSG00000251533,1,1,7,2
ENSG00000270705,0,2,0,0
ENSG00000278071,0,1,8,4
ENSG00000242837,0,0,0,0
ENSG00000270938,1,1,0,0
ENSG00000240624,0,0,0,0
ENSG00000259775,33,29,21,25
ENSG00000272533,1,3,1,6
ENSG00000258933,0,0,2,1
ENSG00000258866,0,0,0,0
ENSG00000264607,0,0,0,0
ENSG00000165959,212,174,1212,492
ENSG00000259143,0,0,0,0
ENSG00000258615,1,0,1,0
ENSG00000287111,0,0,0,0
ENSG00000258630,0,0,1,1
ENSG00000213159,0,0,0,0
ENSG00000258986,378,375,188,316
ENSG00000259037,0,0,0,0
ENSG00000258736,0,0,0,0
ENSG00000260792,1,0,2,2
ENSG00000265291,0,0,0,0
ENSG00000258858,0,0,3,0
ENSG00000184990,909,621,650,873
ENSG00000258430,0,0,0,0
ENSG00000179627,91,36,89,89
ENSG00000258983,8,9,9,9
ENSG00000222990,8,0,3,3
ENSG00000258789,17,29,10,23
ENSG00000100722,2096,1827,1438,2013
ENSG00000278576,32,45,16,38
ENSG00000274492,3,5,0,4
ENSG00000200653,0,0,0,0
ENSG00000207342,12,17,5,18
ENSG00000283627,2,1,0,0
ENSG00000258990,0,0,0,0
ENSG00000165533,810,756,871,956
ENSG00000203485,790,378,2427,992
ENSG00000131979,75,35,75,77
ENSG00000261242,8,3,5,4
ENSG00000205767,1,1,0,0
ENSG00000270878,8,5,4,11
ENSG00000258800,0,0,0,0
ENSG00000258645,1,1,4,2
ENSG00000202490,0,0,1,0
ENSG00000206822,1,0,1,0
ENSG00000207172,0,0,0,0
ENSG00000200693,0,0,0,0
ENSG00000258778,0,0,2,0
ENSG00000252749,0,0,0,0
ENSG00000258411,0,0,0,0
ENSG00000270912,0,0,0,0
ENSG00000202182,0,0,0,0
ENSG00000221537,1,1,0,0
ENSG00000214770,16,15,7,13
ENSG00000284664,10,20,13,15
ENSG00000271511,1,4,4,4
ENSG00000196273,2,1,0,0
ENSG00000258717,0,0,0,0
ENSG00000185559,110608,28250,15403,17834
ENSG00000214548,10885,590,44339,45343
ENSG00000266461,0,0,0,0
ENSG00000275161,0,0,0,0
ENSG00000274884,0,0,0,0
ENSG00000276919,0,0,0,0
ENSG00000258663,0,0,0,0
ENSG00000211574,0,0,0,0
ENSG00000207989,0,0,1,2
ENSG00000199151,0,0,2,0
ENSG00000283159,0,0,2,0
ENSG00000208001,0,0,0,0
ENSG00000207569,0,0,0,0
ENSG00000207608,0,0,0,0
ENSG00000272458,0,0,0,0
ENSG00000207942,0,0,0,0
ENSG00000225746,117,21,285,380
ENSG00000276225,0,0,0,0
ENSG00000275662,0,0,0,0
ENSG00000275134,0,0,0,0
ENSG00000199005,3,0,9,6
ENSG00000202191,2,0,1,9
ENSG00000212384,1,0,3,3
ENSG00000201700,3,0,12,19
ENSG00000201672,0,0,0,0
ENSG00000272474,0,0,0,1
ENSG00000200215,0,0,0,0
ENSG00000200632,1,0,0,0
ENSG00000200367,0,0,0,0
ENSG00000201950,0,0,0,1
ENSG00000199575,0,0,0,0
ENSG00000200823,0,0,0,2
ENSG00000201839,0,0,0,0
ENSG00000200832,0,0,0,0
ENSG00000199798,0,0,0,0
ENSG00000200150,0,0,0,0
ENSG00000201263,1,0,4,0
ENSG00000199390,1,0,0,1
ENSG00000201240,0,0,1,0
ENSG00000200279,0,0,0,0
ENSG00000200608,0,0,1,1
ENSG00000202270,0,0,0,0
ENSG00000201247,0,0,0,0
ENSG00000199593,0,0,0,0
ENSG00000201557,0,0,0,1
ENSG00000199914,0,0,0,0
ENSG00000201569,0,0,0,0
ENSG00000202142,0,0,0,0
ENSG00000199942,0,0,1,0
ENSG00000201500,0,0,1,0
ENSG00000201036,0,0,1,2
ENSG00000201710,0,0,3,0
ENSG00000202048,0,0,0,0
ENSG00000272344,0,0,0,2
ENSG00000202293,0,0,0,0
ENSG00000200406,0,0,0,0
ENSG00000201899,0,0,1,2
ENSG00000200612,0,0,0,1
ENSG00000200413,0,0,0,0
ENSG00000200636,0,0,0,0
ENSG00000200480,0,0,0,0
ENSG00000201689,0,0,0,0
ENSG00000201318,0,0,0,0
ENSG00000200089,0,0,1,0
ENSG00000222095,0,0,0,0
ENSG00000222185,0,0,0,0
ENSG00000199088,0,0,0,0
ENSG00000199109,0,0,0,0
ENSG00000207749,0,0,2,0
ENSG00000198982,0,0,0,3
ENSG00000221745,0,0,0,0
ENSG00000199069,0,0,0,0
ENSG00000211582,1,0,0,0
ENSG00000207761,0,0,1,0
ENSG00000207762,0,0,0,0
ENSG00000194717,0,0,2,2
ENSG00000221036,0,0,0,6
ENSG00000212040,0,0,0,1
ENSG00000207743,0,0,0,1
ENSG00000283279,0,0,2,0
ENSG00000283561,1,0,0,0
ENSG00000207934,0,0,1,0
ENSG00000283556,0,0,3,0
ENSG00000283588,0,0,1,2
ENSG00000215957,0,0,4,5
ENSG00000221525,0,0,0,0
ENSG00000221614,0,0,0,1
ENSG00000199020,0,0,2,0
ENSG00000207754,1,0,2,1
ENSG00000202560,0,0,2,1
ENSG00000216099,1,0,2,0
ENSG00000207587,0,0,2,3
ENSG00000207646,0,0,1,0
ENSG00000207742,0,0,0,0
ENSG00000283170,0,0,0,0
ENSG00000207993,0,0,0,0
ENSG00000276352,0,0,0,0
ENSG00000208027,0,0,0,0
ENSG00000208004,0,0,0,0
ENSG00000207978,0,0,7,2
ENSG00000207961,0,0,5,5
ENSG00000199015,0,0,6,5
ENSG00000216179,1,0,12,9
ENSG00000199107,1,1,15,4
ENSG00000199012,0,0,4,1
ENSG00000199025,0,0,11,7
ENSG00000199092,0,0,18,10
ENSG00000207959,5,1,27,16
ENSG00000259004,0,0,0,0
ENSG00000286551,0,1,0,1
ENSG00000277754,0,0,0,0
ENSG00000288252,1,0,0,0
ENSG00000288245,0,0,0,2
ENSG00000258681,0,0,0,0
ENSG00000287515,0,0,0,0
ENSG00000274827,0,0,0,0
ENSG00000278301,0,0,0,0
ENSG00000187537,0,1,1,2
ENSG00000276888,0,0,0,0
ENSG00000212516,0,0,0,0
ENSG00000257162,0,0,0,0
ENSG00000274649,0,0,0,0
ENSG00000257432,0,0,0,0
ENSG00000273558,0,0,0,0
ENSG00000258324,0,0,0,0
ENSG00000257493,0,0,0,0
ENSG00000257751,0,0,0,0
ENSG00000257846,2,0,1,2
ENSG00000259069,0,0,0,0
ENSG00000257884,0,0,0,0
ENSG00000257395,0,0,0,0
ENSG00000258080,0,0,0,0
ENSG00000257142,0,0,0,0
ENSG00000176294,0,0,0,0
ENSG00000258438,0,0,0,0
ENSG00000176312,0,0,0,0
ENSG00000258564,0,0,0,0
ENSG00000228304,0,0,0,0
ENSG00000258541,0,0,0,0
ENSG00000259016,0,0,0,0
ENSG00000285467,4,2,0,0
ENSG00000129535,22,19,15,19
ENSG00000100889,195,105,159,263
ENSG00000100897,1274,1345,946,1205
ENSG00000259371,0,0,0,0
ENSG00000092010,906,779,771,934
ENSG00000100908,193,131,160,174
ENSG00000259321,18,8,12,12
ENSG00000100911,763,695,1051,889
ENSG00000283856,0,0,0,0
ENSG00000259529,18,24,20,11
ENSG00000199804,0,0,0,0
ENSG00000196497,3,3,7,4
ENSG00000259522,0,0,0,0
ENSG00000287765,0,0,0,0
ENSG00000100926,130,109,108,162
ENSG00000254692,0,0,0,0
ENSG00000276698,39,41,30,41
ENSG00000278784,127,84,112,127
ENSG00000139908,212,194,209,265
ENSG00000254505,52,52,64,39
ENSG00000260669,10,8,10,11
ENSG00000213920,0,2,0,3
ENSG00000255526,0,0,0,0
ENSG00000129559,480,470,401,484
ENSG00000092295,66,90,78,72
ENSG00000286825,4,2,8,2
ENSG00000157379,608,380,672,546
ENSG00000196943,783,776,662,885
ENSG00000213906,52,44,65,55
ENSG00000213903,215,229,457,319
ENSG00000258973,0,0,0,0
ENSG00000129465,7,3,219,40
ENSG00000283290,1,0,1,0
ENSG00000100968,2369,1381,10079,4992
ENSG00000273639,0,0,0,0
ENSG00000100888,4625,4671,4767,4942
ENSG00000200785,0,0,0,0
ENSG00000241035,0,0,0,0
ENSG00000258870,2,3,3,4
ENSG00000274475,0,0,0,0
ENSG00000129472,1245,1504,898,1210
ENSG00000258481,0,0,0,0
ENSG00000201097,0,0,0,0
ENSG00000286630,0,0,0,0
ENSG00000140090,19,5,46,40
ENSG00000100567,1578,1354,1768,1821
ENSG00000258682,47,63,56,51
ENSG00000180189,6,14,16,11
ENSG00000279636,22,27,17,14
ENSG00000252782,0,3,0,1
ENSG00000032219,1330,1363,1235,1490
ENSG00000258658,5,4,3,5
ENSG00000196860,8,6,4,6
ENSG00000258378,6,5,5,2
ENSG00000100575,222,286,273,282
ENSG00000100578,811,1019,698,756
ENSG00000252198,2,1,0,0
ENSG00000258650,0,0,0,0
ENSG00000258900,0,0,0,0
ENSG00000239510,3,2,0,0
ENSG00000184601,2,3,1,2
ENSG00000197616,1,8,4,2
ENSG00000100711,589,593,666,722
ENSG00000165782,872,845,752,947
ENSG00000140153,543,625,606,694
ENSG00000100592,3411,4385,1597,3392
ENSG00000100557,40,17,0,20
ENSG00000171723,634,915,267,667
ENSG00000185100,143,87,408,114
ENSG00000165792,779,729,1121,973
ENSG00000133937,2,2,223,17
ENSG00000256737,1,0,2,0
ENSG00000256081,0,0,0,0
ENSG00000273586,0,0,0,0
ENSG00000256385,0,0,0,0
ENSG00000255569,0,0,0,0
ENSG00000255582,0,0,0,0
ENSG00000256553,0,0,0,0
ENSG00000255664,0,0,0,0
ENSG00000256350,0,0,1,0
ENSG00000211776,0,0,0,0
ENSG00000248358,0,0,0,1
ENSG00000211777,0,0,0,0
ENSG00000211778,0,0,0,0
ENSG00000211779,0,0,0,0
ENSG00000240954,0,0,2,0
ENSG00000182652,0,0,0,0
ENSG00000129473,1173,1165,1187,1242
ENSG00000258452,0,0,0,0
ENSG00000165409,10,8,11,96
ENSG00000258915,0,0,0,0
ENSG00000271705,0,0,0,0
ENSG00000271656,0,0,0,0
ENSG00000259167,0,0,0,0
ENSG00000286686,1,0,0,1
ENSG00000165417,1726,1889,1399,1970
ENSG00000221303,0,2,0,0
ENSG00000205579,1,5,5,4
ENSG00000270343,4,5,8,8
ENSG00000242163,0,1,1,1
ENSG00000258605,0,1,0,1
ENSG00000258675,1,0,0,2
ENSG00000254656,2174,612,115,110
ENSG00000199755,1,1,0,0
ENSG00000134001,1476,1474,1509,1804
